order_id,order_date,store_id,city,country,product,category,quantity,unit_price,total_amount,payment_method,order_type,customer_age,rating
ORD-199290,2024-02-23 15:48:00,KFC-002,Lahore,Pakistan,Fries (Regular),,3,220,660,Online,dine-in,57.0,3.9
ORD-184575,2024-12-03 16:27:00,KFC-007,London,UK,Chicky Meal,Meals,5,750,3750,Credit Card,delivery,20.0,4.5
ORD-114955,2024-09-18 18:58:00,KFC-002,,Pakistan,Fries (Large),Sides,4,320,1280,cash,Delivery,49.0,3.7
ORD-124858,2024-06-18 12:22:00,KFC-004,Rawalpindi,Pakistan,Chicky Meal,Meals,5,750,3750,online ,Dine-In,,2.9
ORD-164124,2025-01-12 20:27:00,KFC-001,Islamabad,Pakistan,Twister,Wraps,3,520,1560,Cash,TAKEAWAY,41.0,
ORD-144004,2025-05-06 20:30:00,KFC-007,London,UK,Chicky Meal,Meals,1,750,750,Cash,Delivery,19.0,3.9
ORD-118715,2024-03-18 21:26:00,KFC-002,Lahore ,Pakistan,Dinner Meal,Meals,3,990,2970,Card,Delivery,34.0,4.0
ORD-195436,2023-06-13 20:57:00,KFC-003 ,Karachi,Pakistan,Rice Bowl,Rice,4,560,2240,online ,Takeaway,19.0,4.0
ORD-128564,2024-09-21 18:07:00,KFC-003,Karachi,Pakistan,Pepsi (Regular),Beverages,4,150,600,CARD,Dine-In,56.0,2.8
ORD-189858,2023-07-27 14:49:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,5,1850,9250,Cash,Delivery,58.0,3.3
ORD-138325,2024-06-16 22:29:00,KFC-007,London,UK,Boneless Bucket,Buckets,4,1650,6514,Online,delivery,44.0,4.8
ORD-134095,2025-01-07 11:58:00,KFC-002,Lahore,Pakistan,Boneless Bucket,Buckets,4,1650,6600,Cash,Delivery,36.0,1.2
ORD-155680,2023-12-10 13:20:00,KFC-004,rawalpindi,Pakistan,Twister,Wraps,3,520,1560,cash,delivery,62.0,4.5
ORD-141032,2025-12-10 17:09:00,KFC-003,Karachi,Pakistan,Dinner Meal,Meals,5,990,4950,online ,Delivery,44.0,1.8
ORD-105085,2025-10-11 10:07:00,KFC-004,Pindi,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,Card,Delivery,53.0,3.3
ORD-149163,2025-07-01 14:41:00,KFC-004 ,Rawalpindi ,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Online,Dine-In,61.0,3.9
ORD-198382,2023-04-07 16:57:00,KFC-001,Islamabad,Pakistan,Zinger Burger,Burgers,1,650,650,Card,delivery,45.0,1.9
ORD-105261,2024-09-21 10:11:00,KFC-004,Rawalpindi,Pakistan,Twister,Wraps,5,520,2600,Card,dine-in,40.0,2.1
ORD-169385,2023-08-01 16:14:00,KFC-008,Manchester,UK,Dinner Meal,Meals,4,990,3960,CARD,Takeaway,28.0,2.9
ORD-140156,01-23-2024,KFC-003,Karachi,Pakistan,Fries (Large),Sides,2,320,640,Credit Card,Dine-In,48.0,3.7
ORD-195050,2023-05-06 14:19:00,KFC-003,Karachi,Pakistan,Chicky Meal,Meals,4,750,3000,cash,delivery,59.0,4.1
ORD-193604,2023-08-16 13:48:00,KFC-006,Dubai,UAE,zinger burger,Burgers,1,650,650,CARD,Dine-In,57.0,1.2
ORD-196071,06-09-2024,KFC-001,Islamabad,Pakistan,Zinger Burger,Burgers,3,650,1950,cash,TAKEAWAY,32.0,
ORD-185835,2024-07-26 20:24:00,KFC-004,Rawalpindi,Pakistan,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Online,dine-in,21.0,1.7
ORD-199383,2025-11-09 15:05:00,KFC-006,Dubai,UAE,Zinger Burger,Burgers,2,650,1300,cash,Takeaway,62.0,2.5
ORD-198519,2025-06-02 18:42:00,KFC-003,Karachi,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Credit Card,dine-in,15.0,1.8
ORD-152187,2023-09-26 17:31:00,KFC-008,Manchester,UK,Krunch Burger,Burgers,5,380,1900,Credit Card,TAKEAWAY,38.0,1.1
ORD-127232,2025-12-17 10:20:00,KFC-005,Peshawar,Pakistan,Fries (Large),Sides,4,320,1280,CARD,Dine-In,29.0,4.9
ORD-151778,2023-08-09 20:27:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,2,380,760,online ,delivery,44.0,2.0
ORD-190525,2025-01-29 10:15:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,1,380,380,CARD,delivery,39.0,1.4
ORD-147016,2024-04-12 19:08:00,KFC-002,,Pakistan,Coleslaw,Sides,2,180,360,Credit Card,Takeaway,15.0,3.1
ORD-191605,2024-07-22 16:19:00,KFC-001,Islamabad ,Pakistan,Mighty Zinger,Burgers,5,890,4450,Card,Delivery,36.0,4.6
ORD-113657,2023-04-04 12:37:00,KFC-005,Peshawar,Pakistan,Twister,Wraps,2,520,1040,Cash,dine-in,63.0,4.1
ORD-110620,2025-03-17 11:13:00,KFC-004,Pindi,Pakistan,Krunch Burger,Burgers,1,380,380,Cash,dine-in,30.0,4.2
ORD-128514,28/11/2025,KFC-002,Lahore,Pakistan,Chicken Bucket (8 pcs),Buckets,3,1850,5550,cash,delivery,64.0,1.8
ORD-101691,2023-09-23 13:31:00,KFC-002,Lahore,Pakistan,Fries (Regular),Sides,4,220,880,,delivery,38.0,1.0
ORD-175599,2024-02-25 15:52:00,KFC-007,London,UK,Rice Bowl,Rice,1,560,560,online ,Delivery,48.0,2.2
ORD-176425,2024-03-20 10:36:00,KFC-002,Lahore,Pakistan,Dinner Meal,Meals,1,990,990,Card,TAKEAWAY,,1.3
ORD-179371,2023-09-22 12:37:00,KFC-005,Peshawar,Pakistan,Pepsi (Regular),Beverages,2,150,300,CARD,dine-in,30.0,1.1
ORD-143876,09/06/2023,KFC-005,Peshawar,Pakistan,Twister,Wraps,3,520,1560,CARD,TAKEAWAY,26.0,2.5
ORD-131175,2025-10-20 12:08:00,KFC-007,London,UK,Hot Wings (5 pcs),Chicken,3,480,1440,Online,TAKEAWAY,50.0,2.5
ORD-199447,2023-02-07 17:53:00,KFC-007,London,UK,Krunch Burger,Burgers,5,380,1900,CARD,Dine-In,28.0,4.7
ORD-106822,2025-06-13 19:37:00,KFC-007,London,UK,Fries (Large),Sides,4,320,1280,Cash,Dine-In,24.0,2.4
ORD-108962,2023-05-17 16:26:00,KFC-007,London,UK,Mighty Zinger,Burgers,3,890,2670,Cash,Delivery,44.0,2.5
ORD-152242,2025-08-22 19:38:00,KFC-002,LAHORE,Pakistan,Pepsi (Regular),Beverages,4,150,600,,delivery,21.0,3.6
ORD-124212,2024-12-01 11:18:00,KFC-006,Dubai,UAE,Dinner Meal,Meals,1,990,880,Credit Card,Takeaway,33.0,2.5
ORD-177844,2023-06-15 15:13:00,KFC-001,Islamabad,Pakistan,Coleslaw,Sides,2,180,360,cash,Takeaway,26.0,1.5
ORD-163545,2023-08-26 16:29:00,KFC-002,Lahore,Pakistan,fries (regular),Sides,1,220,220,Credit Card,Delivery,53.0,3.3
ORD-157897,2024-02-08 21:47:00,KFC-008,Manchester,UK,Coleslaw,Sides,5,180,900,Online,dine-in,37.0,4.4
ORD-136518,2025-12-08 22:16:00,KFC-003,Karachi,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7400,Online,delivery,28.0,3.8
ORD-176410,2023-07-06 19:11:00,KFC-004,Rawalpindi,Pakistan,Fries (Regular),Sides,5,220,1100,Credit Card,Takeaway,35.0,4.5
ORD-157261,2023-10-06 18:01:00,KFC-007,London,UK,Fries (Regular),Sides,2,220,440,cash,Dine-In,28.0,1.4
ORD-164018,2025-02-27 11:58:00,KFC-005,Peshawar,Pakistan,Mighty Zinger,Burgers,2,890,1780,CARD,Delivery,34.0,4.4
ORD-164480,2024-10-27 21:24:00,KFC-005 ,Peshawar,Pakistan,Twister,Wraps,2,520,1040,Online,Dine-In,24.0,2.9
ORD-158013,2023-07-29 17:27:00,KFC-005,Peshawar,Pakistan,ZINGER BURGER,Burgers,4,650,2600,Online,TAKEAWAY,37.0,3.1
ORD-128752,2025-07-18 14:17:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Online,Delivery,26.0,3.8
ORD-110409,2025-02-02 18:44:00,KFC-003,Karachi,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Cash,Takeaway,45.0,
ORD-175345,2024-06-07 21:00:00,KFC-004,Rawalpindi,Pakistan,Rice Bowl,Rice,2,560,1120,Cash,dine-in,60.0,4.1
ORD-162103,2023-11-26 10:43:00,KFC-008,Manchester,UK,Mighty Zinger,Burgers,5,890,4450,online ,Delivery,23.0,4.0
ORD-118716,2025-10-14 10:35:00,KFC-002,,Pakistan,Krunch Burger,Burgers,4,380,1520,Cash,TAKEAWAY,27.0,1.3
ORD-104678,2024-12-12 15:38:00,KFC-005,Peshawar,Pakistan,Zinger Burger,Burgers,5,650,3250,Cash,delivery,21.0,1.7
ORD-127227,2024-08-09 17:54:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,1,890,890,Card,Dine-In,23.0,3.1
ORD-170062,2023-09-17 14:20:00,KFC-002,Lahore,Pakistan,Zinger Burger,Burgers,2,650,1300,Online,delivery,51.0,1.2
ORD-199027,2023-01-30 21:17:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,5,220,1100,online ,Dine-In,22.0,2.8
ORD-105054,2023-11-03 12:00:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,4,380,1520,online ,delivery,32.0,4.9
ORD-160091,2023-04-13 22:36:00,KFC-003,Karachi,Pakistan,Krunch Burger,Burgers,2,380,760,Cash,,61.0,4.9
ORD-119623,2024-11-27 14:43:00,KFC-001,Islamabad,Pakistan,Dinner Meal,Meals,4,990,3960,online ,dine-in,63.0,3.8
ORD-196327,2025-05-24 14:03:00,KFC-005 ,Peshawar,Pakistan,Pepsi (Large),Beverages,1,220,220,Online,dine-in,38.0,3.9
ORD-189520,2024-04-22 16:14:00,KFC-005,Peshawar,Pakistan,Dinner Meal,Meals,3,990,2970,cash,Dine-In,61.0,2.1
ORD-139240,2024-10-17 15:30:00,KFC-008,Manchester,UK,Pepsi (Large),Beverages,5,220,1100,online ,TAKEAWAY,44.0,4.0
ORD-157078,2023-09-05 17:22:00,KFC-002,,Pakistan,Boneless Bucket,Buckets,3,1650,4950,online ,dine-in,16.0,3.4
ORD-158836,2023-05-30 22:19:00,KFC-004,,Pakistan,Fries Regular,Sides,2,220,440,Cash,Takeaway,34.0,4.1
ORD-122130,2024-10-09 14:58:00,KFC-002,Lahore,Pakistan,Twister,Wraps,4,520,2080,CARD,Delivery,23.0,2.6
ORD-103422,2024-05-28 20:15:00,KFC-007,London,UK,Twister,Wraps,5,520,2600,CARD,Delivery,47.0,3.1
ORD-185284,03-27-2024,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,Cash,Takeaway,52.0,1.9
ORD-137159,2025-12-20 20:25:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,5,1850,9168,Credit Card,TAKEAWAY,39.0,3.1
ORD-150017,2025-08-28 16:14:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,2,890,1780,Cash,TAKEAWAY,45.0,2.0
ORD-168164,2025-11-15 14:50:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,2,220,440,cash,Dine-In,35.0,3.3
ORD-112503,2023-12-26 13:42:00,KFC-007,London,UK,Zinger Burgr,Burgers,2,650,1300,online ,Takeaway,60.0,
ORD-173030,2023-12-12 19:04:00,KFC-007,London,UK,Chicken Bucket (8 pcs),Buckets,5,1850,9250,CARD,Delivery,29.0,1.2
ORD-100769,2023-03-08 21:14:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Regular),Beverages,5,150,750,CARD,Delivery,64.0,4.5
ORD-195433,2023-08-03 12:26:00,KFC-002,Lahore,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,CARD,dine-in,58.0,2.2
ORD-102818,2025-10-10 19:03:00,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,3,480,1440,Cash,delivery,61.0,1.0
ORD-146851,,KFC-006 ,Dubai,UAE,Hot Wings (5 pcs),Chicken,4,480,1920,Card,TAKEAWAY,24.0,2.2
ORD-143341,2023-05-21 21:37:00,KFC-007,London,UK,Hot Wings (5 pcs),Chicken,4,480,1920,Card,TAKEAWAY,27.0,
ORD-115355,2024-07-02 20:33:00,KFC-002,LAHORE,Pakistan,Dinner Meal,Meals,5,990,4950,cash,Dine-In,38.0,3.4
ORD-131503,2024-12-03 22:45:00,KFC-005,,Pakistan,Coleslaw,Sides,5,180,900,Card,dine-in,60.0,1.2
ORD-134075,2024-09-11 22:00:00,KFC-008,Manchester,UK,Twister,Wraps,2,520,1040,CARD,TAKEAWAY,56.0,3.7
ORD-168199,2024-12-02 10:31:00,KFC-002,Lahore,Pakistan,Fries (Large),Sides,2,320,640,Card,TAKEAWAY,41.0,3.9
ORD-147578,2025-06-30 11:48:00,KFC-002,Lahore,Pakistan,ZINGER BURGER,Burgers,2,650,1300,CARD,TAKEAWAY,61.0,3.7
ORD-170019,2023-05-20 10:13:00,KFC-002,Lahore,Pakistan,Coleslaw,Sides,3,180,540,CARD,Delivery,35.0,2.2
ORD-191240,2023-10-11 18:18:00,KFC-007,London,UK,Mighty Zinger,Burgers,1,890,890,cash,TAKEAWAY,24.0,1.4
ORD-164547,2024-03-08 19:26:00,KFC-001,Islamabad,Pakistan,Zinger Burger,Burgers,3,650,1950,cash,Dine-In,49.0,1.3
ORD-182213,10-Dec-2023,KFC-004,Rawalpindi ,Pakistan,Zinger Burger,Burgers,1,650,650,cash,Delivery,51.0,
ORD-188846,2025-10-02 16:02:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,2,220,440,online ,delivery,33.0,1.1
ORD-168595,2024-07-31 16:00:00,KFC-007,London,UK,Twister,Wraps,2,520,1040,cash,Delivery,42.0,1.2
ORD-112631,2025-10-22 20:21:00,KFC-007,London,UK,Rice Bowl,Rice,1,560,560,Credit Card,dine-in,52.0,
ORD-146662,2023-03-05 19:53:00,KFC-002,Lahore ,Pakistan,Coleslaw,Sides,5,180,900,Credit Card,Dine-In,50.0,3.1
ORD-195216,2023-03-02 13:10:00,KFC-002,LAHORE,Pakistan,Chicky Meal,Meals,5,750,3750,cash,Takeaway,44.0,4.4
ORD-116866,2023-06-17 17:28:00,KFC-001,Islamabad,Pakistan,Coleslaw,Sides,4,180,720,CARD,dine-in,49.0,4.4
ORD-189453,2023-08-27 18:48:00,KFC-007,London,UK,Mighty Zinger,Burgers,1,890,890,cash,Dine-In,44.0,4.6
ORD-160446,2024-02-19 15:13:00,KFC-007,London,UK,Fries (Regular),Sides,5,220,1100,Card,Takeaway,15.0,4.3
ORD-182004,2023-12-04 21:23:00,KFC-001,,Pakistan,Boneless Bucket,Buckets,3,1650,4950,Card,TAKEAWAY,22.0,4.0
ORD-146458,2023-09-13 20:36:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),Beverages,5,150,750,Cash,dine-in,19.0,1.3
ORD-161440,2025-03-02 10:26:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,4,890,3560,Online,Dine-In,30.0,
ORD-162948,2025-11-25 13:18:00,KFC-005,Peshawar,Pakistan,Zinger Burger,Burgers,1,650,650,Online,Takeaway,,2.4
ORD-196595,12-23-2023,KFC-002,LAHORE,Pakistan,Fries (Large),Sides,2,320,640,Cash,Takeaway,60.0,3.9
ORD-195996,2024-10-03 15:16:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,2,220,440,Card,Dine-In,39.0,4.9
ORD-157924,2025-12-20 16:19:00,KFC-003,Karrachi,Pakistan,Pepsi (Large),Beverages,1,220,220,Card,Takeaway,52.0,2.3
ORD-136500,2023-12-30 17:50:00,KFC-004,Rawalpindi,Pakistan,Boneless Bucket,Buckets,4,1650,6600,Cash,Dine-In,21.0,2.9
ORD-179481,2025-11-27 14:02:00,KFC-008,Manchester,UK,Mighty Zinger,Burgers,2,890,1780,cash,Delivery,40.0,2.0
ORD-161976,2025-12-15 11:51:00,KFC-007,London,UK,Twister,Wraps,2,520,1040,Card,dine-in,39.0,1.8
ORD-181340,2025-02-12 20:09:00,KFC-007,London,UK,Dinner Meal,Meals,1,990,990,Cash,TAKEAWAY,15.0,1.9
ORD-146847,2023-02-27 16:55:00,KFC-007 ,London,UK,Coleslaw,Sides,2,180,360,Credit Card,dine-in,29.0,1.4
ORD-166318,2024-08-12 18:18:00,KFC-007,London,UK,Mighty Zinger,Burgers,1,890,890,Cash,delivery,23.0,
ORD-194422,2024-06-19 18:02:00,KFC-004,Rawalpindi,Pakistan,Mighty Zinger,Burgers,2,890,1780,Online,delivery,61.0,1.3
ORD-117257,2024-08-21 12:24:00,KFC-003,Karachi,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7400,Cash,delivery,34.0,1.8
ORD-122527,2023-10-02 20:52:00,KFC-002,LAHORE,Pakistan,Fries (Large),Sides,1,320,320,Cash,Dine-In,37.0,2.2
ORD-170126,2024-05-27 15:07:00,KFC-002,Lahore,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Cash,delivery,32.0,5.0
ORD-166730,2024-01-19 12:59:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,4,1850,7400,online ,dine-in,43.0,3.9
ORD-112159,2025-02-03 13:42:00,KFC-007,London,UK,Boneless Bucket,Buckets,5,1650,8250,CARD,dine-in,52.0,4.6
ORD-145746,2025-07-23 17:39:00,KFC-007,London,UK,Fries (Large),Sides,1,320,320,Card,Delivery,48.0,
ORD-147388,2024-01-03 15:46:00,KFC-004,Rawalpindi,Pakistan,Rice Bowl,Rice,1,560,560,CARD,Delivery,17.0,3.5
ORD-147948,2023-04-30 19:45:00,KFC-007,London,UK,Mighty Zinger,Burgers,2,890,1780,Credit Card,Dine-In,30.0,2.0
ORD-149573,02-Mar-2024,KFC-007,London,UK,Pepsi (Large),Beverages,4,220,880,Card,TAKEAWAY,17.0,1.1
ORD-119760,2024-01-18 14:42:00,KFC-001,islamabad,Pakistan,Krunch Burger,Burgers,2,380,760,Card,TAKEAWAY,25.0,3.3
ORD-110617,2023-10-31 15:06:00,KFC-008,Manchester,UK,Fries (Large),Sides,1,320,320,Credit Card,Dine-In,22.0,3.8
ORD-192274,2025-04-24 21:44:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,3,380,1140,Credit Card,delivery,29.0,
ORD-128605,2024-12-20 16:31:00,KFC-008,Manchester,UK,Pepsi (Large),Beverages,3,220,660,Cash,Dine-In,15.0,2.7
ORD-143612,2025-04-26 14:57:00,KFC-007,London,UK,Boneless Bucket,Buckets,1,1650,1650,cash,Dine-In,,4.9
ORD-137262,2024-12-20 11:37:00,KFC-008,Manchester,UK,Coleslaw,Sides,1,180,180,online ,TAKEAWAY,36.0,3.1
ORD-173393,2025-07-30 12:31:00,KFC-002,,Pakistan,Twister,Wraps,4,520,2080,online ,dine-in,52.0,2.9
ORD-196842,2024-05-03 18:03:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),,5,150,750,online ,delivery,22.0,3.9
ORD-130941,2023-06-27 11:00:00,KFC-004,,Pakistan,Fries (Regular),Sides,1,220,220,cash,TAKEAWAY,33.0,
ORD-172630,2025-11-25 19:40:00,KFC-007,London,UK,Twister,Wraps,5,520,2600,cash,Takeaway,57.0,4.7
ORD-172028,06-Aug-2023,KFC-006,Dubai,UAE,Pepsi (Regular),Beverages,3,150,450,Cash,delivery,60.0,4.4
ORD-199743,2023-05-15 20:13:00,KFC-003,Karachi ,Pakistan,Twister,Wraps,4,520,2080,Card,Delivery,,3.0
ORD-148137,2023-07-04 21:26:00,KFC-003,Karachi ,Pakistan,Rice Bowl,Rice,1,560,560,online ,TAKEAWAY,,4.0
ORD-193133,2024-01-22 20:16:00,KFC-005,Peshawar,Pakistan,HotWings,Chicken,5,480,2400,Card,dine-in,46.0,3.6
ORD-111940,2025-06-26 15:36:00,KFC-007,London,UK,Rice Bowl,Rice,3,560,1680,Cash,TAKEAWAY,25.0,3.9
ORD-196715,2024-12-07 12:34:00,KFC-003,Karrachi,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,cash,Dine-In,42.0,4.4
ORD-166451,2024/11/10 11:48,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,2,890,1780,online ,Dine-In,28.0,4.1
ORD-181852,2023-01-11 16:35:00,KFC-006 ,Dubai,UAE,Pepsi (Regular),Beverages,1,150,150,Card,Delivery,61.0,2.8
ORD-183510,2025-10-26 15:22:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,3,380,1140,CARD,Delivery,55.0,3.5
ORD-194523,2023-10-13 10:53:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,2,890,1780,Credit Card,dine-in,59.0,4.5
ORD-113401,2025-06-05 13:12:00,KFC-004,Rawalpindi,Pakistan,Coleslaw,Sides,2,180,360,Credit Card,Delivery,22.0,3.9
ORD-137042,2025-07-25 10:33:00,KFC-004,Rawalpindi,Pakistan,Krunch Burger,Burgers,5,380,1900,Cash,Dine-In,61.0,4.6
ORD-177120,2024-12-11 12:39:00,KFC-004,Rawalpindi,Pakistan,Dinner Meal,Meals,3,990,2970,Card,Dine-In,30.0,4.6
ORD-195863,2023-11-17 18:53:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,3,560,1680,Online,TAKEAWAY,43.0,3.6
ORD-103692,2023-07-16 12:12:00,KFC-004,Rawalpindi,Pakistan,Zinger burger,Burgers,3,650,1950,online ,Delivery,51.0,1.4
ORD-126932,2024-05-20 16:55:00,KFC-002,Lahore,Pakistan,Coleslaw,Sides,4,180,720,Credit Card,TAKEAWAY,18.0,3.0
ORD-188633,2024-01-27 12:10:00,KFC-008,Manchester,UK,Twister,Wraps,1,520,520,cash,Delivery,36.0,4.1
ORD-100732,2025-03-28 13:30:00,KFC-003,Karachi,Pakistan,Rice Bowl,Rice,1,560,560,Card,Delivery,48.0,2.6
ORD-102813,12-13-2025,KFC-008,Manchester,UK,zinger burger,Burgers,2,650,1300,CARD,Dine-In,34.0,2.5
ORD-102583,2023-08-24 11:42:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,1,560,560,Online,,33.0,3.4
ORD-191119,15/04/2023,KFC-007,London,UK,Boneless Bucket,Buckets,3,1650,4950,Cash,dine-in,22.0,1.7
ORD-183421,2024-11-25 13:45:00,KFC-007,London,UK,Mighty Zinger,Burgers,1,890,890,online ,Dine-In,57.0,2.7
ORD-173691,2024-07-25 12:06:00,KFC-001,Islamabad,Pakistan,Krunch Burger,Burgers,1,380,380,Online,delivery,24.0,
ORD-112365,2024-01-10 16:34:00,KFC-002,LAHORE,Pakistan,Chicken Bucket (8 pcs),Buckets,2,1850,3700,,Delivery,55.0,4.1
ORD-176820,2023-09-27 19:05:00,KFC-006,Dubai,UAE,Regular Fries,Sides,2,220,440,Credit Card,TAKEAWAY,62.0,4.0
ORD-115782,2023-07-29 20:08:00,KFC-002,Lahore,Pakistan,Pepsi (Regular),Beverages,1,150,150,Cash,dine-in,33.0,1.9
ORD-133184,2024-01-05 12:11:00,KFC-001,Islamabad,Pakistan,Rice Bowl,Rice,4,560,2240,Online,delivery,57.0,2.7
ORD-118932,2023-08-20 11:18:00,KFC-008,Manchester,UK,Chicky Meal,Meals,2,750,1500,online ,Takeaway,15.0,3.5
ORD-113007,2024-01-03 10:25:00,KFC-002,Lahore,Pakistan,Coleslaw,Sides,4,180,720,Credit Card,dine-in,28.0,2.4
ORD-195499,17/07/2023,KFC-005,Peshawar,Pakistan,Mighty Zinger,Burgers,5,890,4450,Online,dine-in,63.0,3.3
ORD-183877,2024-12-04 13:21:00,KFC-001,islamabad,Pakistan,Chicken Bucket (8 pcs),Buckets,4,1850,7343,online ,delivery,45.0,3.3
ORD-138710,2023-10-13 12:59:00,KFC-007,,UK,Boneless Bucket,Buckets,2,1650,3300,Online,TAKEAWAY,36.0,3.0
ORD-188460,2025-03-29 20:11:00,KFC-004,Rawalpindi,Pakistan,Fries (Large),Sides,5,320,1600,Online,Delivery,30.0,1.5
ORD-190578,2024-12-12 20:37:00,KFC-006,Dubai,UAE,Coleslaw,Sides,4,180,720,online ,Dine-In,200.0,
ORD-197888,2023-07-06 14:53:00,KFC-002,Lahore,Pakistan,Chicky Meal,Meals,4,750,3000,Credit Card,Takeaway,58.0,2.6
ORD-124507,2024-09-11 10:58:00,KFC-005,Peshawar,Pakistan,Fries (Large),Sides,5,320,1600,Card,Takeaway,56.0,4.0
ORD-167939,2024-01-02 21:49:00,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,2,480,960,online ,Delivery,49.0,3.5
ORD-198724,18-Mar-2024,KFC-007,London,UK,Fries Regular,Sides,2,220,440,Online,TAKEAWAY,17.0,3.2
ORD-152157,2024-06-15 19:55:00,KFC-002,Lahore,Pakistan,Rice Bowl,Rice,3,560,1680,CARD,delivery,33.0,4.2
ORD-118861,2024-10-04 20:56:00,KFC-004,Rawalpindi,Pakistan,Zinger Burger,Burgers,1,650,650,Online,Takeaway,58.0,4.6
ORD-125184,2024-02-16 11:05:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,2,750,1500,Cash,TAKEAWAY,,2.9
ORD-191827,2024-12-25 15:18:00,KFC-003,Karachi,Pakistan,Chicky Meal,Meals,4,750,3000,online ,dine-in,61.0,2.7
ORD-114551,2025-05-09 17:10:00,KFC-006,Dubai,UAE,Dinner Meal,Meals,1,990,990,Card,Delivery,30.0,1.9
ORD-121264,2023-02-09 20:47:00,KFC-002,LAHORE,Pakistan,Fries (Regular),Sides,4,220,880,Cash,Dine-In,47.0,3.4
ORD-196541,2024-04-30 10:39:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,4,750,3000,Online,Takeaway,29.0,3.3
ORD-106677,2023-02-03 11:14:00,KFC-001,Islamabad,Pakistan,Coleslaw,Sides,5,180,900,Credit Card,delivery,39.0,2.8
ORD-118590,12-10-2023,KFC-002,Lahore,Pakistan,Twister,Wraps,4,520,2080,Credit Card,delivery,37.0,1.9
ORD-123070,2025-09-15 20:52:00,KFC-002,Lahor,Pakistan,Pepsi (Large),Beverages,5,220,1100,Card,Takeaway,,3.7
ORD-161202,2025-02-02 22:07:00,KFC-006,Dubai,UAE,Hot Wings (5 pcs),,1,480,480,CARD,dine-in,31.0,4.5
ORD-151498,2024-05-30 12:59:00,KFC-008,Manchester,UK,Zinger Burger,Burgers,1,650,650,Credit Card,TAKEAWAY,64.0,2.6
ORD-128559,2024-07-20 15:48:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,2,750,1500,Credit Card,TAKEAWAY,61.0,
ORD-145285,2023-12-23 11:15:00,KFC-003 ,Karachi,Pakistan,Coleslaw,Sides,3,180,540,online ,TAKEAWAY,55.0,1.5
ORD-170178,2024-07-18 15:11:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,2,1850,3700,Credit Card,,,1.7
ORD-171927,2023-09-14 20:04:00,KFC-008,Manchester,UK,Twister,Wraps,1,520,520,Online,Delivery,55.0,4.3
ORD-142715,2025-12-17 22:47:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,4,750,3000,cash,Dine-In,56.0,1.6
ORD-149307,2025-01-28 20:16:00,KFC-005,Peshawar,Pakistan,Zinger Burger,Burgers,1,650,650,Online,Delivery,18.0,1.4
ORD-114656,2024-05-09 20:52:00,KFC-001,Islamabad,Pakistan,Twister,Wraps,3,520,1560,Credit Card,Delivery,64.0,
